ID,Comments
8570,"Tmall supermarket not only complaints have no door, commodity evaluation are closed to you, decisively uninstall"
8574,"The Tmall trick is to order 3,199 bottles of boutique Moutai liquor with 88VIP during the Spring Festival.Because it can be discounted, it is cheaper than the official price of Moutai.But how to place an order is to show that many people are busy network.Change the ordinary account to buy the original price, any order can buy.Garbage Tmall!Garbage taobao!"
8576,Tmall doesn't buy anything
8577,Tmall doesn't buy anything
8578,"Tmall App sells office supplies 1.25 times that of Taobao. When I said the seller, he only gave me a smiling face. Tmall App household goods are only a few yuan away from Taobao, and other products are even pitiful!Not commonly used price gap is big but the cover is also big, Taobao also has!Tmall 88 yuan is really feeding the dog"
8580,"Tmall?Why don't I go to Jingdong for Tmall?The same problem Jingdong customer service can also take care of you, Tmall directly is to find a way to protect the calf."
8581,"Tmall, hand tao, Alipay the same hour price is different, during the New Year hand tao full 59 do not package mail, but from Tmall into package mail, now hand tao mouth than Tmall into coupons, Alipay entrance is now more cost-effective than these two entrances, in Taobao really buy things more and more tired, page fancy!"
8582,"Tmall, hand tao, Alipay the same hour price is different, during the New Year hand tao full 59 do not package mail, but from Tmall into package mail, now hand tao mouth than Tmall into coupons, Alipay entrance is now more cost-effective than these two entrances, in Taobao really buy things more and more tired, page fancy!"
8583,Tmall and Jingdong are all the same
8585,"TerSue Milk 16 boxes, 3.1 Buy 76 a box, 20% off two boxes.The second day of section 3.8 is 78 a box, 20% off two boxes.Up two pieces is understandable, it is not a big thing, but bought the next day is 76 a box, two boxes of 20% off this price changed like fun"
8595,"Taobao is doing big now, no customers!!The shopping experience is getting worse and worse!!Complaint business attitude is always rejected, was bullied also have no door to complain"
8596,"Taobao is doing big now, no customers!!The shopping experience is getting worse and worse!!Complaint business attitude is always rejected, was bullied also have no door to complain"
8598,"Taobao Tmall has been uninstalled for two years, mainly because the shopping interface is too complex looks dazzling, the second is the price, the same brand model of goods Vipshop should be cheaper (several shopping app repeatedly compared the price, I mainly buy clothing) can have time to compare"
8599,Taobao and Tmall are now lawless
8600,"Taobao, Tmall and what will certainly have a new replacement"
8601,Taobao Tmall is all kill ripe!Use Taobao for nearly 10 years.
8603,"Taobao now some goods on the bad review can not see, now is to play Pinduoduo that set?"
8604,"Taobao rice cake activities, through comparison found that it is indeed the lowest price of the whole network, I bought 3 boxes, my cousin can't buy a box, because the bill of lading always shows when the system is busy, she is 88VIP..."
8605,"Taobao is really kill familiar, I two Taobao accounts, do save money red envelope card old number 17.8, new number 4.8, my object new number is also 4.8"
8606,"Taobao jingdong is the same pit.I made a plus in Jingdong, did not make a variety of discount before, after Mao discount...Ma hemp ground!"
8607,Taobao jingdong things are more expensive than the physical stores!
8608,"Taobao don't know, but Meituan is absolutely familiar, my colleagues and I in the same store, the same commodity, the price is different"
8610,"Taobao, Jingdong, Pinduoduo, shop around."
8612,"Too difficult, buy a thing, I still have to search a bunch of, anti-user portrait, nothing to do?Please relevant departments strictly investigate this kind of phenomenon, return consumers a clean shopping environment."
8614,"Too bad, the money out of the cat card to buy things in Tmall supermarket, 3.8 to buy shampoo, the page shows to send 4 results only one, sea fly silk, no artificial customer service, are robots"
8615,"Too bad, the money out of the cat card to buy things in Tmall supermarket, 3.8 to buy shampoo, the page shows to send 4 results only one, sea fly silk, no artificial customer service, are robots"
8617,"They spend so much money to get big data.Of course, to recover the principal and interest, Tmall is not cheaper than Jingdong, but the service speed is far from bad.."
8618,Fucking no Tmall
8619,"All platforms big data kill is familiar!Otherwise, don't pay back for it?"
8620,All shopping software has this situation
8621,"All network platforms are the same, no one without big data"
8626,"So I am now Suning, Taobao, Jingdong and so on mixed to buy, look at the price"
8627,"So now I am not only shopping on Taobao, Dangdang, Pinduoduo, Jingdong, Xiaomi Youpin, Suning, and according to the specific situation to choose"
8628,"So I Tmall, Jingdong and Pinduoduo have, to buy three platforms to search together.Who buys it cheap.The first found that JD's price is unreliable, did not expect Tmall to be the same"
8630,"So I often buy it from JD, because Tmall is too expensive"
8631,"So Taobao, Jingdong, to often more than the price comparison"
8632,"So usually to prepare a small body, only look at the price do not order"
8633,"So the buyer left a message to leave the purchase price, a must."
8634,"So download a few more APP s, don't stare at one"
8639,"So, competition is needed.For example, Tmall supermarket competitors, Jingdong supermarket, Suning supermarket.Who buys who is cheap."
8640,"So, competition is needed.For example, Tmall supermarket competitors, Jingdong supermarket, Suning supermarket.Who buys who is cheap."
8641,"The so-called monthly price, is also for you to show another price, I buy things and then use my object id attention, price reduction directly for money"
8643,"The so-called big data, is to make their own privacy into the interactive privacy between data companies, ordinary people are also happy to cry together, we have entered the era of technology.As everyone knows, in the end, the couple to whisper between the bed, may eventually become the necessary condition for information push."
8644,"Forget it, two days ago I bought a light bulb, use my mobile phone to buy only 15 yuan, my wife's 25"
8646,"Collecting my shopping information privately has violated my personal privacy right, right?"
8649,"Speaking of Jingdong, I have to talk about it.Buy a projector, said within a few days (specific has forgotten) meet the difference to fill the difference, the result of the same product after a few days really down several hundred, find customer service, say the product number is different, ask clearly the product is the same, customer service said what is so stipulated...Ask again, have been back very sorry this is the regulation... very helpless."
8650,"When it comes to big data killing, Ctrip and Meituan have the best say."
8651,"Double 11 confused to pay the account but feel a lot of things are more expensive than usual, now transferred to Jingdong"
8653,Double 11 is only some goods fine-tuning down prices
8654,"On Double 11, the experience of buying things on Tmall was particularly bad, especially when the customer service was strange. The refund was deliberately difficult, and I did not dare to buy things on Tmall again"
8656,"If the data monopoly is serious, you can refer to the huge fines"
8658,Mobile phone configuration varies at different prices
8660,"Different mobile phone, different fees, really met, Didi Taxi, my colleague Android is 4 yuan cheaper than my Apple, we stand together to call a car, both go to the company"
8661,"So, even after I use Office to push me the relevant advertising, angry in the various major platform search for heroin, AK47 what to see how to push to me."
8662,"That's it!Still don't admit, had used flying pig hotel before, never think directly to the front desk is cheaper than flying pig, if so, how do I use you flying pig?"
8663,Is it all about using Apple phones very expensive for everything
8664,Food Tmall cheap cosmetics Jingdong cheap
8665,"More than ten years of users, and now very disappointed with Taobao"
8669,"What are the successful people called?Is to buy what all do not buy the best, only to buy the most expensive!"
8672,"Try to pay in cash to buy less takeout, you will find that spam messages spam calls will become very little, privacy habits must be well protected."
8674,Go to Pinduoduo
8675,"Go to Jingdong, I will take you on the car"
8676,I recently started to move to Jingdong
8677,"On the Alibaba training class, said that Alibaba tb has a thousand people, is according to your purchase record data to analyze, if you buy are more expensive things, then you search out of the things are high price"
8678,"Last time I got a Vipshop super member what, I spent a lot of money, but also the member price to buy more expensive than ordinary, complaint is useless, do not to refund the membership fee, and then decisively uninstall, as a lesson"
8679,"Last time I got a Vipshop super member what, I spent a lot of money, but also the member price to buy more expensive than ordinary, complaint is useless, do not to refund the membership fee, and then decisively uninstall, as a lesson"
8682,Looking forward to a better platform
8684,"Don't say anything, I support the horse richest man, when we hand helped him up, I happy, I happy.When the physical store when he was destroyed I support him, when the small Taobao business was destroyed by him I also supported him, now his turn to destroy us should be no one can squeak.Ma richest man has taught everyone, your money was pit is not his pit, is your own brain is not good.It is not easy for China to support the richest man in Asia. You have to stand in a higher pattern. Do you understand the pattern?This is the glory of China ah, is in China out of Asia's richest man ah, not Japan is not South Korea ah, how glorious ah.That's new retail, new retail is like this, don't you understand?"
8685,What is Taobao and Tmall?What about garbage classification?
8688,"Kill ripe is not a matter of one or two, has long found that the e-commerce platform kill ripe"
8689,"Kill ripe is an unspoken rule, just bought to see, there will be a lower price"
8697,"I bought it once at Cat Chao several years ago. I felt that laundry detergent and toilet paper were different from what I bought at Wal-Mart. I felt that the quality was not good, and then I never bought it again.Sometimes offline discounts are more favorable, although online is really convenient.I prefer online shopping to choose Taobao shop rather than Cat Chao."
8698,"How to counter and kill ripe?Zhihu users suggest: 1. compare the price difference on multiple platforms before shopping, disguise themselves to be a price sensitive user; 2. Conduct price verification through multiple devices (Android and IOS) and multiple accounts (themselves and friends); 3. Develop the habit of regularly cleaning the cache; 4. deliberately change the purchase or search habits, that is, anti-user portrait; 5, Close Wi-Fi automatic connection 6, turn off the App data license if necessary"
8699,"How to counter and kill ripe?Zhihu users suggest: 1. compare the price difference on multiple platforms before shopping, disguise themselves to be a price sensitive user; 2. Conduct price verification through multiple devices (Android and IOS) and multiple accounts (themselves and friends); 3. Develop the habit of regularly cleaning the cache; 4. deliberately change the purchase or search habits, that is, anti-user portrait; 5, Close Wi-Fi automatic connection 6, turn off the App data license if necessary"
8701,"This is true on any platform. At a hotel room price in a group, Android phones are cheaper than Apple phone users.This is the era of big data."
8702,"Anything for the rich, businessmen in the service, including big data, ordinary people around the physical store to kill familiar, can not go around the online shop has given you too thorough analysis!"
8705,The NPC should legislate to severely punish stealing personal privacy
8706,Let Ma explain
8707,"Indeed, two days ago a neighbor let me help buy slippers, she has no support, no taobao account, show 36, the same item I show 43, and then I said with the seller, and then I also showed into 36, honestly, didn't find before, it is true, finally because the seller sells semi-finished products, and she wants to buy is the finished product in the picture, didn't buy."
8708,There is no law for the common people!Only don't buy the Tmall above.
8709,There is no law for the common people!Only don't buy the Tmall above.
8710,"Indeed, my friend and I rubbed the keywords at the same time, and the price of the product recommended to her was much lower than mine. When I bought something, I asked my friend about how much money."
8711,"Yes, my account buys the same thing as my husband's account, and the price is different, and it is at the same time"
8716,"Determine to kill cooked, Tmall supermarket bought a product, 88vip can not buy after joining the shopping cart, so I changed my account to buy successfully"
8717,"People of online shopping nationwide are united, and the comment section will leave their own purchase price after buying"
8718,"Last year, I used JD puls to buy a hot water bag from a rainbow flagship store, and said it could save him a little.The result was 105-5 coupons, and the last price was 10 yuan more than his own price.The same kill ripe"
8721,"Which network to go to the most pit people!You need to buy many tickets on business trips, the page shows that you can only buy two, after buying two, the price will certainly rise, the third time will still rise!!!"
8722,"Where the network ticket is also, big data kill familiar,"
8723,"Where the network ticket is also, big data kill familiar,"
8725,"To understand the next foreign shopping platform, it has long been such an operation.Rice is not as good as you think"
8730,"Recently, I bought an electric toothbrush at the Tmall supermarket and missed my brush head.Strange thing is to do not agree with me to return the goods to return also do not reissue!Only say to pay 20 yuan, and in the sale of the same brush head is 50 yuan!I am also speechless, and then apply for after-sales, the result directly close my complaint!!Nothing is fair at all!!!Never buy Tmall supermarket things again later!"
8731,"A few days ago in the Tmall supermarket bought two bottles of shampoo 99.9, and then to the supermarket to see only 45 a bottle, I am stupid?He gave a bad comment directly"
8732,"A few days ago in Taobao to buy the toy received, I confirmed the harvest this wanted to see whether 38 will reduce the price, the results found that up 11 yuan, and then 3.8 section to do activities can get a 10 yuan discount volume, overall calculated down also up I have two Taobao accounts, one of which opened 88VIP.Before buying things in the Tmall supermarket, I found that the same product to open 88VIP of that account is a little more expensive!I thought that it would save some money, long know not to open"
8733,"A few days ago I bought a pot, March 6 shows the festival price 209, I took, 7 showed 174 yuan, decisively return to take again, do not know what is this operation"
8734,"A few days ago, Tmall compensated me a 30 yuan coupon; the result, the same thing, the original price 149, down 119, I change another account, with the store discount, down 120 yuan.....Compensation coupons, I understand is the cash deduction on Tmall, should be reduced in the normal lowest purchase price of 30....Is really a trick, let me buy expensive also silly ha music"
8735,"A few days ago, Tmall compensated me a 30 yuan coupon; the result, the same thing, the original price 149, down 119, I change another account, with the store discount, down 120 yuan.....Compensation coupons, I understand is the cash deduction on Tmall, should be reduced in the normal lowest purchase price of 30....Is really a trick, let me buy expensive also silly ha music"
8736,"Some time ago, if you want not to be killed, you would play the new platform. For the first time during the epidemic period, you played Pinduoduo and spent one yuan to buy an umbrella and package mail. Now it is just the rainy season, which is very good"
8737,"Do not do Tmall 88 yuan member, too pit people"
8739,"In fact, it is not mainly to buy things on Tmall, but for Youku members and Ele. me.It's cheaper than buying Youku and Ele. me alone"
8740,"In fact, Youku video, and Ele. me is worth the ticket price, and Xiami members"
8741,"In fact, physical stores are now cheaper than online"
8742,"In fact, physical stores are now cheaper than online"
8743,"We're all running naked, unless you don't use a cell phone"
8744,"In fact, JD's proprietary operation is much more guaranteed than Tmall"
8745,"In fact, I compared the things bought by Tmall supermarket and other platforms, and sometimes the activities in the mall are really cheaper than Tmall"
8748,"Like Apple, Apple and Android phones previously bought both Youku, Tencent, and other annual members, all Apple prices are higher"
8750,"The platform's so-called full reduction coupons, coupons page prices are super high, in fact, it is better to buy normally without coupons"
8755,"Friends bought Pot 239 I brush to the link to see 199. The same store and the same product, oh."
8757,"I would rather go to the red flag supermarket than never go to Tmall supermarket I said temporarily not found, even if there is, it seems to be a routine with ""Double 11"", but the gameplay is different, sadly most consumers became the ""played"" party in this game.Also think, 88VIP only cost 88 pieces, but send you so many things.It was a good thing, but people open the door to do business, step by step is the basic principle, so, send out the things are always recovered in other methods, maybe we just ""hit the gun""?"
8758,"I would rather go to the red flag supermarket than never go to Tmall supermarket I said temporarily not found, even if there is, it seems to be a routine with ""Double 11"", but the gameplay is different, sadly most consumers became the ""played"" party in this game.Also think, 88VIP only cost 88 pieces, but send you so many things.It was a good thing, but people open the door to do business, step by step is the basic principle, so, send out the things are always recovered in other methods, maybe we just ""hit the gun""?"
8759,"Twenty years ago, I also spent 88 members, and began to think that even Taobao can be 95% off, originally only in Tmall supermarket can use?No preferential policies are available yet"
8760,"You search for a certain item, and he puts it in front of the search list.This is also a disguised mandatory recommendation."
8761,"You analyze for half a long day did not analyze to the point, in fact, the big data is based on your funds to analyze, more money is expensive, less money is cheap, their purpose is to sell things"
8766,"You VlP enjoy VIP service, of course, more expensive, otherwise sorry you this identity."
8767,"You VlP enjoy VIP service, of course, more expensive, otherwise sorry you this identity."
8768,"Can you say that the Meituan membership is the same?Members have a discount, buy a member before a level, after buying the member, the price actually increased after the discount, and finally almost the same!Some will be high,, this operation is also invincible!"
8771,"No wonder now Jingdong things expensive a force, originally because I am a member!"
8772,"It is no wonder that two days ago to buy things, it seems to feel a lot of expensive, because like milk often buy, probably the price in the heart is well, was still thinking about Tmall things more and more expensive, activity price more expensive more than usual, finally bought more than three hundred milk, can't, to children drink expensive also have to buy, but bought always feel didn't take cheap"
8773,"No wonder into Taobao Tmall browse, only login to see the shopping page, the original is according to the person to set the price, very angry!!!!"
8775,"That day in the Tmall supermarket to buy paper, automatically added to the shopping cart is two, I still want to buy a lift, the result looked at the price, thought two to buy more cost-effective, the results added the price, a few more expensive than to buy separately... is this can pit one is one???"
8776,"So what seriously, Youku a year member and Ele. me a year member is more than 88"
8777,Then Ma yun came out to explain
8778,Then never buy 88 members again...
8781,"Where is the same, my previous Jingdong plus expired, renewal time a year Tencent member is 198, the same my boyfriend's office is 148. So I gave up on JD."
8783,"Obviously kill ripe, beginners have coupons?But everyone shows up a different price!"
8784,"Clearly marked price, the price must be written on the picture, can not be shown in the form of data."
8785,"Like Meituan, friends find them a little more expensive than our Android phones"
8787,"Meituan is also, is a mouth, the characteristics of the capitalist"
8788,"Meituan, last year, and colleagues set a hotel, my Meituan App, the same hotel, the same room, she is 50 cheaper than me, this is true"
8789,"Meituan, last year, and colleagues set a hotel, my Meituan App, the same hotel, the same room, she is 50 cheaper than me, this is true"
8790,"Meituan also found this situation. Four colleagues ordered the same price of the same fast food, and basically the richer the colleagues, the higher the price"
8793,"Meituan ele. me, two numbers, the same dish often order is a little more expensive"
8795,"Meituan, Ctrip have, my husband and I search at the same time, the price is not the same"
8796,Meituan!Hungry you are all so!Different number of a department!People who use it often are even more expensive!Same ¡ª distance from the case without coupons!
8797,"Meituan, Ctrip and other things are so!"
8801,Every platform is the same as familiar
8802,Every platform is the same as familiar
8803,Every e-commerce platform is the same.Why just say just one.
8806,"Every time I search what product is by mobile Tmall, and then login the headline, I can push me for a long time.."
8807,"Every time you use a computer to log in to Tmall to see the goods have always prompted you to log in, several times is not to log in not to see."
8808,"After each online order, I find that the platform will automatically recommend similar products with more favorable price, and the price is a little higher."
8809,"I shop around every time, so I never bought anything on Tmall"
8810,There are also discounts on cat food that is 100 cheaper
8812,Is there no one to supervise?Regulatory responsibility should not fall on consumers!
8815,No one found that Taobao inside the thing is not cheap?And the search are the same things
8817,"Did not open this what 88 members, jingdong is open,!"
8819,"Cat's eye is like, different mobile phones, movie ticket prices are different, it will change at any time"
8820,The cat super meeting price is different.
8821,"The price of cat super is now higher and higher, run out of cat card, not cat super shopping"
8827,After many years to buy Taobao today just know that there is another thing said
8828,"Buy air tickets is so many brush twice will increase the price, and some Taobao stores are also, last year in the group to Taobao sellers reaction that they are senior members discount finally more expensive than ordinary buyers."
8829,"Buy air tickets is so many brush twice will increase the price, and some Taobao stores are also, last year in the group to Taobao sellers reaction that they are senior members discount finally more expensive than ordinary buyers."
8830,Buy a few times later to compare the supermarket things is really tm expensive
8831,"Buy a thing is too TMD tired, but also have to use a few accounts to check the price!You still have to disguise the deception system!"
8832,"Buy a thing is too TMD tired, but also have to use a few accounts to check the price!You still have to disguise the deception system!"
8833,"Buy a thing compared to three, a lot like the products I choose Pinduoduo"
8834,I only recognize Jingdong for shopping
8843,Jack Ma retreated and Taobao went bad
8848,Jack Ma's big data super weapon used to do this
8853,Monopoly capital operation
8854,Monopoly capital operation
8859,Apple's search product is generally more expensive than Android phones
8860,Apple's search product is generally more expensive than Android phones
8861,Use poor information to make money since ancient times to buy things or to shop around
8862,"Interest smoked, now is like this, do not think about how to do the products and services better, just blindly dig out how to sell better, earn more, this can be conducive to development?"
8864,Lao Tzu is off Tmall in the pit of the tip told me half membership will be how much cheaper membership price after his mother did the pit 88 after only a cheap angry I jingdong at least a plus member price Tmall too pit
8865,I have found Taobao very early.Tmall is going downhill!
8866,I have found Taobao very early.Tmall is going downhill!
8867,"Old users said that Tmall supermarket is really familiar, once like to go to Tmall supermarket to buy everything, a month in Tmall supermarket shopping less than 700 or 2000 thousand, a long time feel wrong, now did not go to Tmall supermarket shopping for nearly two years."
8869,"Quick out of the relevant legal provisions, to severely crack down on such behavior, depending on the circumstances of the fine or revoked business license, so as to play a deterrent effect"
8875,"Look at Taobao's red envelope money-saving card to know, the commonly used number of 18.8 yuan a month, not commonly used as long as a few yuan"
8876,"Read this news, and read everyone's comments, feel that there is no other way, can not not buy, can only, not afraid of trouble, shop around, and more account comparison!yes ¡­¡­"
8877,"Read this news, and read everyone's comments, feel that there is no other way, can not not buy, can only, not afraid of trouble, shop around, and more account comparison!yes ¡­¡­"
8879,"See Taobao began to make crooked ways, alas!How good is the world?"
8881,"It seems that in the future, try not to buy Tmall and Juhuasuan group purchase, too much water... there are many other agents in the same product, easy to fake can also be directly on the official website"
8882,"It seems that in the future, try not to buy Tmall and Juhuasuan group purchase, too much water... there are many other agents in the same product, easy to fake can also be directly on the official website"
8883,Seems like you want to register a small number specially??price
8886,It seems to lead the wind direction to Taobao
8887,Open 88 members did not also send a year of Youku members and Ele. me members?So there is no pie falling in the sky.
8890,"Juhuasuan actually also has a different price, tens of billions of subsidies is cheap"
8893,"Just like buying clothes in a store, the clerk sees you dress like a rich man, the price is high, and vice versa"
8894,"Just like Didi Dache, Apple and Android have different prices in the same location"
8895,"Just like Didi Dache, Apple and Android have different prices in the same location"
8897,"In fact, in January, my colleague recommended a pair of pants to me. He was 49 one and sent the link to me. After I opened it, it just showed 89...Another colleague also opened the 49, I suspect that because I often Taobao, so the price is higher.The same thing of the same store, different people, the price is different!"
8900,"Is you bought a member to prove that you are not bad money, sell you at a higher price!!"
8901,"Is you bought a member to prove that you are not bad money, sell you at a higher price!!"
8902,"Is to use big data to play with you, buyers have no seller fine"
8906,"The price of regular online shopping is a little higher, proving a strong purchasing ability."
8907,"The price of regular online shopping is a little higher, proving a strong purchasing ability."
8908,"Often watch movies should know, cat eye and tao ticket tickets are often kill familiar.The price of buying the card for half a year is a few pieces higher than the price of ordinary customers."
8911,"Like Jingdong, I am a plus member of Jingdong. My mother is not. Some products give my mother much more coupons than the discounts of plus members.And most of the time, after the plus exclusive price returns to the original price, the price has not changed, and even the non-plus price is lower."
8921,"Jingdong is also, my friend is not vip to buy something shows how much cheaper to open vip, I use my vip to buy, actually found that it is more expensive than his price to open vip"
8922,"Jingdong also kill familiar, Taobao what also kill familiar"
8923,"Jingdong also kill familiar, Taobao what also kill familiar"
8924,"Jingdong also kill familiar, buy a mobile phone 1699, daughter-in-law's Jingdong number is 1669."
8925,"Jingdong also kill familiar, buy a mobile phone 1699, daughter-in-law's Jingdong number is 1669."
8929,"Jingdong Taobao mutual black, although said it is the truth."
8931,"Jingdong has sent in the black cat,"
8933,"Jingdong members have preferential treatment, Tmall should reflect"
8936,"Although Jingdong and Tmall are dead rivals, they do stand on the united front in ripping off customers"
8937,"Jingdong and Tmall are the same, the same goods several people can have different prices"
8938,"Jingdong and Tmall are the same, the same goods several people can have different prices"
8939,Jingdong and Taobao are both killed
8942,Isn't JD sweet?Why do you want to use Tmall?
8946,"Jingdong 99plus is also deceptive, didn't buy members thousand said according to I consumption last year I bought members can save how much money, then you browse jingdong goods everywhere plus purchase can reduce how much, finally can not help temptation to buy members, the result more than half a year the real preferential only ten dollars, now show me are express discount and what beans deduct how much, cheater also buy rice did not buy members is free, bought the member will express fee, garbage expired will not buy"
8947,"Jingdong, Pinduoduo, Taobao together is used"
8948,"Jingdong, Pinduoduo, Taobao together is used"
8949,"Jingdong, Didi, and Tmall are all the same"
8950,"Jingdong, Didi, and Tmall are all the same"
8951,"Do your best to cut so human leeks, what?Do you don't use Tmall and Jingdong?There is also a fight between day and night and evening ah, there is always a suitable for you"
8952,"Do your best to cut so human leeks, what?Do you don't use Tmall and Jingdong?There is also a fight between day and night and evening ah, there is always a suitable for you"
8954,"Today just angry by Tmall, show yesterday to arrive goods have not been shipped today, found the customer service will only say, sorry, please wait.Such no responsible enterprise is estimated that after the suspension.Learn more from others from Jingdong"
8955,"Also, my mobile phone and my daughter's mobile phone showed different things. Using my mobile phone, the search store actually showed another one, and the one I searched was hidden"
8956,"A few days before the Lantern Festival this year, the washing machine was broken children said to buy in Taobao because I rarely use Taobao results paid for more than a week what news did not decisively refund the order in Jingdong on the third day to the door"
8958,"To tell me the truth, I use less and less on Tmall now. I am too tired of the refund and compensation in disputes. Jingdong has done too much well in this respect"
8959,"The suggestion is good, but I have to fight wits with the system, too tired, this is not our customers' fault, firmly support rights protection"
8960,People do not buy Tmall Tmall goods are shipped cheap from the factory to their own factory and then you order him to pack it.The same thing as buying it anywhere else.But you know the price
8961,"It is suggested that some of the local physical stores buy in physical stores, the price is cheaper than the Internet, the local is not to buy online.Don't always think it is cheap online!"
8962,Resolutely oppose the violation of privacy rights!The national rule of law still has a long way to go!
8964,"The price is not transparent, what products to buy online, the historical transaction price or selling price are listed, so that we want to buy when the comparison, willing to buy no fear"
8967,"If joining the shopping cart is different from the same price settled later, the settlement will show the discount price"
8968,"If joining the shopping cart is different from the same price settled later, the settlement will show the discount price"
8970,"Class-action lawsuit, let Tmall lose a bottom drop!"
8971,Points discount shopping is higher than the normal shopping prices!
8972,"The price is different, Apple costs a few pieces more expensive, this thing has long been around, high-end machines are more expensive than low-end machines"
8974,"Shop around, physical supermarkets, Jingdong, Tmall and so on, which one is suitable to buy which one, do not be superstitious about any one.In particular, the e-business routine is too deep, such as what some more."
8975,"Shop around, buy rational, this can't blame big data, you yourself entered the membership just want a little cheap behavior."
8979,"Member expensive earlier than the member is not news, a few years ago the hotel with a 200 membership card, ctrip 180 one, you bought the membership card proved that you can't run away, their promotion cost is to spend on new customers, so don't open what members, let him think you don't have good service will lose is the key!"
8982,"Red envelopes, and coupons, prices are different as normal."
8983,"Found out very early, just deleted my post the other day with no views.Last time I found that because to help friends buy things, my vip a price, a friend's account number a price, my father is not commonly used account number and another price, 3 different prices, and finally complained for a long time, to pay 10 yuan preferential volume, ha ha!How many people were killed without a discovery"
8984,"I rarely use Taobao, and basically Pinduoduo, Amazon and Jingdong take turns"
8985,"I rarely go to Tmall to buy things, especially the Tmall supermarket, get 100-50 coupons, and then double the price......"
8986,"I haven't been on my Tmall Taobao shopping cart for a long time, so you know why"
8987,"It has not used Tmall supermarket for a long time. In fact, Tmall supermarket is more expensive than offline supermarkets!So I haven't been there for a long time"
8988,Many platforms like to kill their acquaintances
8989,And Ctrip learned it
8990,"Just like buying air tickets, when Chinese shopping websites can really be completely honest."
8991,It's not just Tmall
8992,"More than Tmall, Jingdong is also familiar."
8993,"Ha ha, in the 3.8 section to buy the waiting bag price is more expensive than usual"
8994,"Ha ha, every platform is like this, I am 4 number query, that low with that order..."
8995,"As if last year, in Tmall supermarket, inside broken, delivery man said you don't receive, return directly, tell customer service again, communicate with customer service said return after receiving reissue, more than a week later, customer service did not contact, logistics show return back and the seller also received, ask customer service said slightly reissue, and wait for three and four days to say nothing, you refund, what also don't say, after refund never in Tmall to buy things"
8996,"As if jingdong is ok, others good price I can buy ~"
8998,I have not been shopping on Tmall for a long time. I has been JD. JD has opened a surprise and cheaper APP
8999,I have not been shopping on Tmall for a long time. I has been JD. JD has opened a surprise and cheaper APP
9004,There is also a kill limit: the item cannot be sold in the area
9005,"There is also a phenomenon: you often see a thing in the shopping cart but did not buy, after some time, the price will become higher.Usually this happens I won't buy it again."
9006,"Another question is that ""Toutiao"" randomly grabbed typing records and targeted recommendation ads.Especially recommend jingdong Mall!!"
9008,"There is also the Tmall Taobao fake goods too much, I still trust Jingdong self-run."
9010,Is there still unfamiliar software available?Any open one is exclusive to new users
9011,Or buy it in Taobao c store or Pinduoduo.
9012,Or buy it in Taobao c store or Pinduoduo.
9014,"Buy it physically store, at least at the same price"
9015,"Or Pinduoduo is reliable, so far at least has not bought fake goods, also has not been routine"
9016,Or use JD honestly
9017,"Or look at Jingdong affordable has always been a plus member, whether preferential, give iQIYI member annual card is worth it, ten times the return to Beijing beans"
9018,"Or Jingdong really, two prices at a glance!"
9019,Or is jingdong reliable hahaha??88 Can't give you the jd have don't look at the rookie face
9020,"Or Jingdong, express is too fast!"
9021,"Or Jingdong, express is too fast!"
9030,"Ha ha, capitalist"
9031,"Haha, never use Tmall, just use Jingdong"
9032,"Ha ha, otherwise what is called big data, big data is to master your information, accurate and high-price marketing, otherwise how can you raise Alibaba so high income group, you think it is a philanthropist?Or does the United States have a relatively strict control of personal information, and I like it"
9033,"ha-ha!So, my wife member, the same product member costs two yuan"
9034,"The children's clothes bought in Tmall supermarket before the Chinese New Year were returned and signed at the Tmall warehouse on January 15. There is no refund until now, and I have closed my refund application!Made the phone calls for many times.Keep dragging, what three working days, all how many have passed"
9035,"During the Spring Festival, I was cheated by red envelopes to open a Tmall member store.Can't refund.."
9038,"Almost all domestic APP is the same, Meituan, Didi, Jingdong, Tmall...be too numerous to enumerate"
9039,"The country should unify the regulatory interfaces, just as the unified payment supervision"
9040,The state should introduce relevant laws and regulations to ensure the legitimate rights and interests of consumers
9043,"Now the key is also out of a mobile phone Tmall 88vip, and the Tmall supermarket 88vip these two are simply all kinds of pits"
9044,"The key to sell, to the merchant settlement, inventory is always the merchant to bear, I generally than the price, which cheaper which buy"
9045,No wonder to see Taobao all want to log in
9047,"Shopping website to learn ""Meituan"" do monthly card, looks at is ""cheap"", but the system of bright and dark rise different treatment who knows?"
9050,"Like Apple's battery deceleration door, concealing customers' right to know is a disguised price increase, but domestic law does not support class-action litigation, or all the penalty to death."
9051,"Like the koi card bought by Jingdong Mall, the membership price of goods is not as low as the ordinary price, and the tnnd is a few fold, and there are traps everywhere"
9052,Like the JD plus
9053,Like the JD plus
9054,"All kinds of listening, candid photos, why ios is better, their privacy is better, I still vaguely remember that Robin Li was interviewed about user privacy issues"
9055,Personal privacy must be well protected.
9057,"Tell you a more terrible, open Taobao, put in the background on the line, lock screen unlocked screen does not matter, you talk about a you recently or before have not bought goods, in a while Taobao will give you that thing, last time and my ancestors play for a long time, ten try nine spirit"
